customer_id,customer_age,education_level,marital_status,income_category,number_products_customer,weeks_tenure,contacts_last_12mths,credit_limit,card_class,inactive_months_last_12mths,total_revolving_balance,count_transactions,transactions_amount,change_transaction_amt_last_3mths,change_transaction_count_last_3mths,churn
3973,57.0,college,married,+110k€,6,175,2,17539.0,red,2,2517,30,1220,0.743,0.765,0
7107,43.0,uneducated,single,<30k€,6,132,2,1636.0,red,2,1135,85,5056,0.754,0.809,0
3848,59.0,graduate,single,30k€-50k€,4,227,5,7118.0,red,3,813,66,3964,0.475,0.65,0
2258,29.0,graduate,divorced,70k€-110k€,1,81,2,21615.0,red,1,570,103,16464,0.737,0.717,0
8214,59.0,post-graduate,,70k€-110k€,4,147,3,23714.0,red,3,0,62,8463,0.981,0.824,1
7558,28.0,graduate,married,<30k€,4,148,4,2089.0,red,3,0,51,2707,0.871,0.5,1
9038,,uneducated,married,30k€-50k€,3,148,3,3111.0,red,1,2290,41,1998,1.612,0.464,0
4556,34.0,high school,single,<30k€,2,136,2,1621.0,red,1,0,86,7400,0.779,0.686,0
4602,43.0,,married,<30k€,5,119,4,3200.0,red,3,1733,79,5026,0.909,0.837,0
2555,61.0,,married,+110k€,6,150,4,23848.0,red,2,1967,43,1591,0.462,0.72,0
667,60.0,high school,divorced,70k€-110k€,1,197,3,28930.0,red,5,0,27,2251,0.645,0.227,1
4930,45.0,,married,+110k€,4,155,3,34516.0,red,5,2076,65,3647,0.812,0.667,0
8012,39.0,college,married,<30k€,3,75,2,5779.0,red,3,2517,32,2102,1.201,1.133,0
8390,59.0,,,,4,148,2,1801.0,red,2,0,62,3193,1.234,1.48,0
4887,46.0,,married,<30k€,1,153,2,1438.3,red,2,0,36,2393,0.749,0.636,1
2931,37.0,graduate,single,<30k€,3,144,4,2138.0,red,1,1283,85,4785,0.645,0.518,0
4304,,high school,single,50k€-70k€,2,140,1,10325.0,red,2,0,122,16856,0.866,0.718,0
3822,49.0,,,30k€-50k€,3,152,4,6541.0,red,2,1119,63,3902,0.496,0.432,0
3254,51.0,graduate,single,70k€-110k€,1,158,3,34516.0,red plus,2,1198,70,4826,0.615,0.667,0
3277,31.0,graduate,married,<30k€,6,148,2,15487.0,red unlimited,3,1847,67,7031,0.943,0.811,1
4985,47.0,graduate,single,70k€-110k€,3,163,6,34516.0,red plus,4,0,79,7661,0.801,1.079,1
2845,38.0,graduate,married,<30k€,5,147,1,1577.0,red,5,1286,52,3453,0.571,1.08,0
6449,38.0,graduate,single,<30k€,2,131,1,1438.3,red,2,0,96,4897,0.824,0.778,0
8130,54.0,uneducated,single,<30k€,1,146,5,1883.0,red,3,400,45,1954,0.528,0.5,1
9136,58.0,post-graduate,single,70k€-110k€,2,175,3,34516.0,red plus,3,1847,61,7842,0.557,0.794,1
9089,44.0,uneducated,divorced,<30k€,2,147,2,1838.0,red,3,0,72,5156,0.65,0.895,0
5809,58.0,graduate,married,<30k€,4,215,2,2942.0,red,1,2022,28,1479,0.537,0.217,0
1139,65.0,high school,married,30k€-50k€,6,184,2,2658.0,red,2,1514,26,1627,1.193,1.0,0
2451,47.0,high school,divorced,<30k€,4,137,3,3489.0,red,2,2517,39,2684,0.721,0.56,1
1619,39.0,graduate,,50k€-70k€,5,104,1,7534.0,red,3,0,79,4685,0.587,0.975,0
8374,45.0,graduate,single,30k€-50k€,1,143,3,5791.0,red,6,1957,93,7823,0.654,0.722,0
2330,57.0,college,married,<30k€,1,168,2,2444.0,red,5,1313,61,4609,0.689,0.794,0
8135,55.0,graduate,single,70k€-110k€,4,154,1,19999.0,red,1,1007,69,3183,0.987,0.5,0
7497,46.0,high school,married,30k€-50k€,3,180,1,5731.0,red,3,0,85,4751,0.685,0.932,0
5376,40.0,high school,married,50k€-70k€,3,147,1,9560.0,red,3,0,66,4601,0.802,0.571,0
8112,54.0,high school,married,50k€-70k€,6,189,3,5381.0,red,1,0,38,1910,0.746,1.0,0
509,44.0,uneducated,married,70k€-110k€,2,139,3,3435.0,red,3,2517,51,5567,0.332,0.545,1
4636,,,single,+110k€,3,158,3,27512.0,red,2,2137,25,1149,1.048,0.562,1
4113,32.0,graduate,married,<30k€,4,119,3,1493.0,red,2,0,63,2516,0.721,0.575,1
4762,51.0,uneducated,single,30k€-50k€,6,155,2,8327.0,red,3,1551,82,4428,0.463,0.822,0
6028,43.0,high school,married,<30k€,5,135,4,6848.0,red,2,0,82,4006,0.962,0.822,0
467,,high school,married,<30k€,4,180,3,1656.0,red,2,929,79,4408,0.898,0.681,0
9768,,phd,,<30k€,1,149,3,4587.0,red,1,1771,83,7479,0.647,0.694,0
94,,uneducated,married,50k€-70k€,1,156,2,32417.0,red plus,3,871,121,14381,0.911,0.862,0
5779,47.0,graduate,married,<30k€,2,140,2,2234.0,red,2,2024,37,2313,0.717,0.321,1
320,42.0,college,,<30k€,6,103,2,3083.0,red,3,1040,78,4311,0.729,0.56,0
9456,49.0,graduate,,30k€-50k€,5,184,0,10859.0,red,2,1710,64,3987,0.974,0.829,0
3117,25.0,uneducated,single,<30k€,3,147,4,2516.0,red,2,2312,36,2321,0.625,0.5,1
2556,38.0,,married,<30k€,3,75,1,2023.0,red,3,1587,79,4391,0.647,0.837,0
5526,36.0,graduate,single,30k€-50k€,1,92,1,2013.0,red,3,0,50,2425,0.602,0.923,1
7271,41.0,graduate,married,,4,143,2,6273.0,red,1,978,25,1359,2.275,1.083,0
548,45.0,graduate,single,30k€-50k€,3,116,3,1711.0,red,1,0,77,4496,0.983,0.925,0
2532,,high school,married,30k€-50k€,6,147,3,2883.0,red,2,1936,53,4244,0.861,0.656,0
1303,48.0,college,married,70k€-110k€,6,147,3,31625.0,red,1,0,77,4503,0.559,0.674,0
7590,43.0,high school,married,50k€-70k€,2,115,1,11476.0,red,3,2365,113,8110,0.65,0.766,0
1670,38.0,uneducated,single,<30k€,5,131,3,2264.0,red,3,0,28,1204,0.479,0.333,0
5550,47.0,graduate,married,50k€-70k€,3,154,3,2290.0,red,3,1434,18,1119,0.923,3.5,0
5904,,uneducated,single,70k€-110k€,6,134,3,4388.0,red,3,1519,74,4406,0.787,0.574,0
5609,52.0,uneducated,married,70k€-110k€,5,149,2,7474.0,red,2,2444,79,5100,0.619,0.717,0
4795,38.0,graduate,single,30k€-50k€,3,108,3,2669.0,red,2,0,31,2271,0.67,0.722,1
4841,46.0,,single,+110k€,5,151,2,34516.0,red unlimited,2,1230,63,3260,0.72,1.1,0
7278,52.0,graduate,married,<30k€,1,150,3,2427.0,red,3,2362,85,4663,0.67,0.771,0
8945,,graduate,single,30k€-50k€,4,153,1,2607.0,red,2,1702,74,4949,0.802,0.762,0
4628,52.0,graduate,divorced,50k€-70k€,2,138,1,4813.0,red,1,0,91,7477,0.693,0.655,0
6110,40.0,uneducated,single,<30k€,6,148,3,2040.0,red,1,1084,80,4751,0.672,0.818,0
1098,48.0,uneducated,married,<30k€,5,167,2,4960.0,red,3,0,48,2430,0.882,0.548,1
6561,39.0,uneducated,married,<30k€,6,146,0,11879.0,red plus,3,0,62,3490,0.735,0.938,0
3617,46.0,graduate,married,30k€-50k€,3,143,5,1438.3,red,3,0,40,2276,0.809,0.538,1
1313,51.0,uneducated,married,+110k€,6,147,3,34516.0,red,3,1047,30,1378,0.61,0.429,0
9611,47.0,high school,single,<30k€,2,140,2,2976.0,red,3,2372,83,4799,0.772,0.729,0
6415,,graduate,married,30k€-50k€,3,112,1,1950.0,red,1,1062,76,3873,0.48,0.854,0
4698,,uneducated,single,,3,103,1,3193.0,red,2,1533,75,4419,0.936,0.786,0
1158,48.0,post-graduate,single,50k€-70k€,1,148,2,2296.0,red,3,1371,77,5483,0.604,0.791,0
1990,52.0,graduate,married,+110k€,1,149,3,3841.0,red,2,2517,51,2680,0.841,0.545,1
7023,45.0,phd,single,30k€-50k€,4,165,3,3659.0,red,1,1356,74,4861,0.715,0.762,0
3187,42.0,,married,50k€-70k€,3,147,2,34516.0,red unlimited,3,1092,39,1409,0.737,0.345,0
3021,47.0,high school,single,30k€-50k€,6,127,2,4005.0,red,3,1985,34,2344,1.356,0.7,0
6029,39.0,college,married,70k€-110k€,4,100,5,17162.0,red,1,773,54,2457,1.238,1.0,0
9745,63.0,,single,30k€-50k€,2,148,1,3959.0,red,3,0,92,4935,0.806,0.804,0
1273,41.0,graduate,married,30k€-50k€,6,147,3,2329.0,red,2,1271,70,4382,0.729,0.667,0
8515,47.0,graduate,single,<30k€,1,162,2,2167.0,red,2,988,83,7199,0.619,0.729,0
7792,54.0,,divorced,+110k€,1,155,4,24379.0,red,2,1116,41,2836,0.62,0.281,1
2983,42.0,uneducated,married,<30k€,6,147,2,5821.0,red,2,0,70,4591,0.859,1.188,0
5475,,graduate,divorced,<30k€,3,176,4,2228.0,red,1,1003,44,2104,1.119,0.467,0
8022,37.0,college,married,30k€-50k€,4,115,4,7596.0,red,2,2199,45,2164,0.633,0.5,1
3318,45.0,high school,single,,5,162,0,2557.0,red,4,1898,83,4808,0.772,0.694,0
7686,51.0,,married,+110k€,3,147,2,23700.0,red,2,1314,28,1644,1.487,0.647,0
8402,44.0,,married,50k€-70k€,4,132,1,10007.0,red,1,1586,77,4309,0.921,0.711,0
9894,52.0,uneducated,single,<30k€,4,168,2,2563.0,red,2,1860,83,3774,0.68,0.804,0
8170,43.0,phd,single,,4,147,4,7738.0,red,2,947,61,4255,0.845,0.694,0
3627,35.0,graduate,single,,4,104,4,10329.0,red,1,514,68,2461,0.708,0.838,0
2148,50.0,,married,,6,147,2,32156.0,red plus,1,1791,39,1559,0.906,1.167,0
9936,43.0,post-graduate,,<30k€,6,148,1,2192.0,red,3,1464,89,4905,0.66,0.978,0
7860,49.0,high school,married,50k€-70k€,4,187,2,1590.0,red,4,0,73,4229,0.556,1.086,0
5568,29.0,graduate,married,30k€-50k€,3,112,3,2173.0,red,1,0,83,4392,0.922,0.766,0
23,44.0,uneducated,married,30k€-50k€,3,115,4,11091.0,red,3,0,34,1234,0.522,0.308,1
4970,44.0,high school,married,30k€-50k€,5,123,2,1456.0,red,3,0,42,2843,0.694,0.5,1
2264,45.0,,married,+110k€,3,160,3,14881.0,red,3,848,23,1408,0.762,1.091,0
682,47.0,,married,70k€-110k€,6,176,1,2191.0,red,1,1414,76,3967,0.635,0.767,0
8457,54.0,uneducated,,50k€-70k€,5,175,4,3110.0,red,1,2378,75,3395,0.974,0.829,0
6745,47.0,high school,,50k€-70k€,6,167,2,3244.0,red,2,1762,32,1274,0.661,1.0,0
1491,49.0,college,single,<30k€,3,178,2,2901.0,red,3,2517,83,4731,0.608,0.804,0
7018,47.0,graduate,divorced,,1,148,2,3515.0,red,3,0,116,15079,0.876,0.841,0
9193,,post-graduate,single,70k€-110k€,5,120,2,34516.0,red plus,3,1872,61,2227,1.068,1.103,0
3158,38.0,phd,married,<30k€,1,86,1,2984.0,red,2,2517,53,2373,0.574,0.359,1
1154,49.0,uneducated,married,<30k€,6,135,4,3160.0,red,4,1180,68,3740,1.0,0.7,0
416,53.0,,married,30k€-50k€,4,196,2,3585.0,red,2,1244,37,1344,0.507,0.85,0
10013,44.0,college,single,30k€-50k€,6,96,2,4559.0,red,2,1664,37,1652,0.871,0.609,0
5097,50.0,graduate,single,<30k€,3,176,4,6853.0,red,3,1480,70,2833,0.513,0.556,0
8913,,high school,single,30k€-50k€,5,147,3,1665.0,red,3,0,40,2748,1.01,0.333,1
1897,36.0,post-graduate,,70k€-110k€,3,135,3,7591.0,red,2,0,42,2302,0.648,0.5,1
7165,56.0,graduate,married,+110k€,4,159,3,34516.0,red plus,2,1444,116,16392,0.568,0.657,0
4543,49.0,high school,single,50k€-70k€,6,163,2,5180.0,red,2,1211,74,3447,0.809,0.85,0
7122,45.0,,single,30k€-50k€,1,173,3,14897.0,red,5,0,53,2164,0.489,0.606,1
903,45.0,graduate,,<30k€,1,159,3,3287.0,red,1,2517,83,4148,0.586,0.66,0
7009,56.0,graduate,married,30k€-50k€,6,180,4,1544.0,red,3,0,35,1902,0.315,0.4,1
3769,53.0,graduate,married,,5,199,4,10533.0,red,5,330,48,2585,0.823,0.714,1
703,24.0,high school,single,30k€-50k€,2,54,4,1730.0,red,2,1616,27,869,0.331,0.286,1
2763,55.0,high school,single,70k€-110k€,3,219,2,2791.0,red,2,2396,43,2658,0.889,0.344,1
281,48.0,graduate,married,<30k€,3,148,5,2976.0,red,3,1817,60,3332,0.739,0.667,0
98,36.0,uneducated,single,<30k€,4,108,2,2002.0,red,3,1377,60,2411,0.671,0.714,0
4167,45.0,phd,single,50k€-70k€,6,126,0,1702.0,red,3,1018,86,4301,0.645,0.72,0
4754,55.0,,married,50k€-70k€,3,169,2,5887.0,red,2,659,26,1193,0.65,0.3,0
335,39.0,graduate,married,50k€-70k€,2,130,1,20001.0,red,1,0,96,8094,0.742,0.6,0
9129,56.0,uneducated,single,30k€-50k€,1,191,3,1699.0,red,2,0,49,2520,0.602,0.531,1
5783,32.0,uneducated,married,30k€-50k€,4,98,4,6732.0,red,2,0,45,1644,0.856,0.731,0
9992,42.0,graduate,married,<30k€,4,149,4,3523.0,red,2,0,44,3174,0.973,0.222,1
4908,,uneducated,married,,3,124,1,3549.0,red,2,0,63,3921,0.584,0.8,0
1594,51.0,,single,<30k€,3,163,2,5139.0,red,2,1799,89,7548,0.94,0.618,0
6208,55.0,high school,married,<30k€,6,190,4,2865.0,red,3,2022,66,3441,0.547,0.65,0
2143,,,married,,3,164,2,14728.0,red,2,0,85,4660,0.708,0.735,0
5559,39.0,,single,<30k€,4,135,3,1964.0,red,4,1811,81,4699,0.69,0.841,0
9627,58.0,graduate,single,<30k€,4,185,3,3023.0,red,3,2517,42,2477,0.646,0.615,1
9414,50.0,post-graduate,married,<30k€,3,192,3,1438.3,red,4,0,22,1154,1.053,0.375,1
1646,45.0,post-graduate,single,70k€-110k€,5,147,2,2367.0,red,3,1606,59,4506,0.956,0.639,1
5208,32.0,college,single,70k€-110k€,4,148,2,9642.0,red,3,1431,33,2172,0.561,0.571,1
6072,46.0,graduate,married,50k€-70k€,4,135,4,2648.0,red,3,2309,63,3281,1.006,0.853,0
3923,44.0,graduate,,70k€-110k€,3,123,4,3244.0,red,1,2260,39,2313,0.711,0.857,0
1316,46.0,high school,single,50k€-70k€,4,159,4,23642.0,red,1,2049,54,3139,0.719,0.636,0
8642,39.0,uneducated,married,<30k€,2,124,2,5070.0,red,1,0,85,4644,0.536,0.771,0
5348,27.0,uneducated,divorced,,3,148,3,16766.0,red,3,1535,77,3093,1.042,0.878,0
8353,24.0,uneducated,single,,6,56,3,12007.0,red,2,956,50,2678,0.832,0.471,0
6463,64.0,,married,,4,228,3,10509.0,red,3,2388,34,1365,0.777,1.429,0
9265,62.0,high school,single,<30k€,3,205,3,3989.0,red,3,0,68,4274,0.997,0.545,0
6306,47.0,college,married,70k€-110k€,3,134,3,8854.0,red,1,2382,81,4768,0.67,0.929,0
8201,,uneducated,single,+110k€,2,187,4,16163.0,red,3,0,48,2171,0.542,0.778,1
7599,32.0,graduate,married,<30k€,3,99,3,3124.0,red,1,1593,41,1652,0.869,0.367,0
2385,49.0,college,married,<30k€,6,149,4,2464.0,red,1,1867,35,1219,0.6,1.333,0
613,43.0,,married,70k€-110k€,2,90,1,3224.0,red,2,0,63,3738,0.761,0.658,0
8565,33.0,post-graduate,married,30k€-50k€,5,98,1,1553.0,red,3,1177,68,4549,0.638,0.659,0
8122,28.0,graduate,single,30k€-50k€,6,55,4,1643.0,red,3,1101,50,2152,0.713,0.471,0
9041,43.0,high school,,50k€-70k€,5,147,3,20811.0,red,3,1425,38,1483,0.382,0.52,0
8963,44.0,college,single,70k€-110k€,3,109,2,34516.0,red plus,2,904,68,3910,0.726,0.659,0
8209,58.0,graduate,single,<30k€,5,128,2,5456.0,red,1,951,27,1096,0.737,0.588,1
7554,36.0,graduate,married,<30k€,3,134,2,1621.0,red,2,0,76,3764,0.603,0.52,0
1895,60.0,graduate,married,+110k€,5,148,1,12211.0,red,1,0,29,903,0.642,0.526,1
1175,47.0,graduate,married,<30k€,1,123,2,2033.0,red,3,841,95,4360,0.717,0.696,0
1776,33.0,graduate,,50k€-70k€,5,121,3,8547.0,red,1,1666,33,1311,1.163,2.0,0
6597,48.0,high school,,50k€-70k€,3,104,0,1862.0,red,3,0,34,1226,0.883,0.789,0
6781,46.0,graduate,single,70k€-110k€,3,181,2,3370.0,red,3,1133,86,4726,0.722,0.686,0
1189,47.0,high school,married,50k€-70k€,3,171,4,34516.0,red unlimited,1,0,102,15095,0.838,0.759,0
3096,39.0,graduate,married,70k€-110k€,3,154,1,23459.0,red,5,2305,83,7279,0.636,0.627,0
7708,40.0,,single,50k€-70k€,2,132,4,34516.0,red unlimited,3,2517,35,1727,0.465,0.458,1
7012,56.0,uneducated,single,30k€-50k€,2,150,3,1915.0,red,3,1445,39,2264,0.374,0.56,1
6384,58.0,graduate,married,30k€-50k€,6,187,3,1632.0,red,4,351,43,2532,0.721,0.483,1
7500,49.0,graduate,married,<30k€,5,174,0,1770.0,red,3,1706,94,4940,0.626,0.774,0
3736,47.0,,single,<30k€,4,152,1,2173.0,red,2,596,45,2738,0.81,0.406,1
6676,63.0,graduate,married,50k€-70k€,6,225,3,3264.0,red,2,1348,32,1665,0.756,0.524,0
5440,56.0,uneducated,married,<30k€,5,206,2,2220.0,red,4,1240,78,4396,0.906,0.95,0
8630,42.0,,married,,2,142,5,11538.0,red,3,0,53,1926,0.507,0.432,1
6716,38.0,high school,married,50k€-70k€,2,110,2,13804.0,red,3,1903,97,7376,0.723,0.54,0
5110,38.0,,single,<30k€,4,103,1,1781.0,red,2,935,77,5093,0.868,0.974,0
6288,37.0,graduate,married,30k€-50k€,2,153,3,3161.0,red,2,1788,117,13692,0.865,0.828,0
6740,34.0,high school,married,30k€-50k€,5,116,2,3172.0,red,1,2055,36,1939,0.663,0.636,0
5744,55.0,phd,married,50k€-70k€,3,149,2,5335.0,red,1,1206,49,1844,0.69,0.75,0
9047,32.0,high school,divorced,<30k€,2,103,3,1984.0,red,1,0,73,4794,1.05,0.921,0
9468,49.0,,single,70k€-110k€,1,108,1,11782.0,red,2,2177,110,16605,0.875,0.692,0
6104,46.0,,single,<30k€,2,147,2,3973.0,red,1,0,131,13740,0.89,0.819,0
8378,39.0,graduate,divorced,<30k€,3,105,1,5494.0,red,1,1356,81,3566,0.463,0.884,0
5617,42.0,high school,single,<30k€,1,164,3,8297.0,red,4,2517,74,9819,0.899,0.682,1
6631,51.0,graduate,single,50k€-70k€,3,184,3,3228.0,red,2,2517,33,1349,0.949,1.357,0
1177,,graduate,married,<30k€,2,127,2,1946.0,red,1,1183,82,8423,0.806,0.708,0
52,44.0,college,single,<30k€,5,131,4,4419.0,red,3,1218,75,4535,0.879,0.562,0
3209,47.0,post-graduate,single,<30k€,2,184,2,1529.0,red,3,710,81,4751,0.657,0.884,0
1524,,uneducated,married,+110k€,4,147,4,23911.0,red,3,2100,89,4770,0.988,0.712,0
1107,37.0,graduate,married,<30k€,5,127,3,1758.0,red,2,1180,41,2013,0.744,0.367,0
6788,43.0,uneducated,divorced,50k€-70k€,2,168,3,1943.0,red,3,0,81,5108,0.494,0.884,0
3576,46.0,high school,single,,4,158,2,2021.0,red,3,1182,77,4209,0.794,0.833,0
4382,38.0,high school,single,30k€-50k€,4,144,3,2297.0,red,3,1044,65,3161,0.591,0.711,0
369,47.0,graduate,married,<30k€,5,141,4,1926.0,red,3,879,71,4385,0.536,0.614,0
2779,45.0,uneducated,married,<30k€,3,147,1,2505.0,red,4,0,61,4109,0.62,0.743,0
5645,47.0,high school,divorced,<30k€,1,148,1,2185.0,red,1,1495,83,4906,0.924,0.804,0
8267,38.0,high school,single,30k€-50k€,4,112,2,2204.0,red,1,919,82,4555,0.712,1.0,0
4236,34.0,,single,<30k€,3,107,2,2517.0,red,3,0,62,3569,0.946,0.771,0
801,51.0,graduate,married,<30k€,6,183,3,13199.0,red plus,3,781,44,1927,0.411,0.63,1
6765,38.0,uneducated,single,30k€-50k€,4,147,4,3636.0,red,3,1884,79,4254,0.924,0.491,0
8510,44.0,high school,,30k€-50k€,1,132,3,7316.0,red,2,1335,50,1849,0.563,0.471,1
9771,43.0,uneducated,married,30k€-50k€,3,145,4,1593.0,red,3,0,76,4004,0.718,0.652,0
6455,,college,divorced,<30k€,6,126,3,1477.0,red,4,0,82,4802,0.756,0.864,0
5392,58.0,phd,single,70k€-110k€,6,148,3,3046.0,red,3,2415,57,3153,0.492,0.583,0
4961,34.0,,married,<30k€,1,91,1,3616.0,red,1,1155,94,15391,0.727,0.593,0
1821,49.0,post-graduate,single,50k€-70k€,4,147,2,9090.0,red,2,1371,65,4422,0.64,0.585,0
3818,,high school,married,30k€-50k€,6,151,2,3399.0,red,2,0,78,5529,0.991,0.66,1
5180,30.0,post-graduate,married,70k€-110k€,4,102,3,16434.0,red,2,2104,37,1726,0.955,0.85,0
5914,52.0,high school,married,70k€-110k€,6,163,2,34516.0,red plus,2,1417,109,16579,0.692,0.879,0
4627,42.0,,married,<30k€,3,142,2,1855.0,red,3,0,27,2544,0.988,0.929,1
7588,,uneducated,single,50k€-70k€,6,146,3,3933.0,red,1,0,54,3048,0.884,0.688,0
4748,42.0,graduate,single,50k€-70k€,5,164,1,12280.0,red,2,985,70,4263,0.841,1.0,0
7992,40.0,college,single,<30k€,1,84,3,12338.0,red plus,2,1277,109,15869,0.828,0.758,0
6230,,,single,<30k€,3,188,2,4333.0,red,2,1848,85,7643,0.634,0.771,0
10109,46.0,uneducated,married,<30k€,4,158,2,4175.0,red,1,2517,36,1520,0.551,0.44,0
6170,52.0,post-graduate,married,<30k€,3,196,3,1638.0,red,6,0,36,1702,0.163,0.125,1
5530,35.0,,married,<30k€,6,123,2,2925.0,red,3,1447,77,4455,0.563,0.604,0
8816,47.0,uneducated,single,,2,142,3,1706.0,red,3,0,42,2320,0.726,0.448,1
806,46.0,high school,married,<30k€,1,135,0,1896.0,red,3,1738,75,4588,0.647,0.923,0
4103,48.0,uneducated,married,30k€-50k€,2,140,3,23981.0,red unlimited,3,0,61,4536,0.196,0.605,1
3875,42.0,graduate,married,50k€-70k€,1,143,3,7653.0,red,2,1693,93,7508,0.683,0.576,0
7115,44.0,college,married,30k€-50k€,5,138,2,1611.0,red,1,0,78,4444,0.731,0.857,0
3620,46.0,uneducated,single,30k€-50k€,1,155,3,2446.0,red,2,1461,78,4610,0.86,0.773,0
7169,47.0,post-graduate,married,+110k€,5,147,4,34516.0,red plus,2,891,64,2687,0.926,0.778,0
6221,,college,divorced,,3,149,1,1438.3,red,1,0,90,4539,0.841,0.765,0
8413,48.0,graduate,single,<30k€,1,152,3,3413.0,red,1,1715,67,3843,0.812,0.634,0
3394,39.0,graduate,divorced,30k€-50k€,4,114,1,1920.0,red,3,0,81,4715,0.688,0.841,0
4708,40.0,,single,<30k€,2,147,3,6071.0,red,3,0,59,9338,0.912,0.903,1
9557,46.0,high school,,<30k€,5,161,2,3370.0,red,3,2284,70,4084,0.673,0.628,0
2814,56.0,graduate,single,30k€-50k€,2,216,0,1980.0,red,2,1409,96,5350,0.743,0.714,0
1457,44.0,graduate,married,70k€-110k€,6,128,4,18584.0,red,2,2446,64,3504,0.76,0.882,0
2807,45.0,uneducated,single,30k€-50k€,6,143,2,4505.0,red,3,1562,68,3968,0.604,0.619,0
5494,48.0,post-graduate,married,70k€-110k€,3,184,4,23870.0,red,0,0,39,1885,0.604,0.345,1
3837,42.0,graduate,single,50k€-70k€,1,156,3,3243.0,red,3,1580,122,15710,1.075,0.743,0
5529,52.0,high school,married,70k€-110k€,3,184,3,5920.0,red,2,1589,28,1408,0.512,0.273,0
3480,39.0,graduate,married,30k€-50k€,4,117,4,3478.0,red,3,0,54,2133,0.65,0.543,0
7419,39.0,,married,50k€-70k€,5,121,5,2576.0,red,1,1640,34,2568,1.128,0.889,0
3787,30.0,high school,single,50k€-70k€,6,71,3,17744.0,red,1,829,78,9658,0.851,0.773,1
3700,,high school,single,30k€-50k€,2,124,1,2232.0,red,2,1163,80,4185,0.557,0.778,0
9033,50.0,uneducated,married,<30k€,1,194,2,3733.0,red,3,1620,118,15200,0.765,0.934,0
1565,51.0,high school,single,30k€-50k€,2,148,3,2853.0,red,3,2517,65,4971,0.595,0.757,0
1583,46.0,uneducated,single,50k€-70k€,1,149,2,6618.0,red,1,1738,76,5022,0.72,0.854,0
3609,43.0,graduate,single,50k€-70k€,3,148,1,2238.0,red,2,0,42,2063,0.452,0.5,1
822,36.0,uneducated,,30k€-50k€,5,116,4,16903.0,red plus,3,1507,61,3819,0.97,0.525,0
4320,48.0,college,single,50k€-70k€,5,167,3,15594.0,red,2,0,75,4745,0.631,0.786,0
4164,59.0,,divorced,50k€-70k€,5,196,3,24589.0,red,2,1640,78,4291,0.4,0.625,0
4478,40.0,,divorced,50k€-70k€,5,131,3,1438.3,red,3,738,87,4368,0.709,0.74,0
3380,45.0,,single,<30k€,1,147,2,3918.0,red,1,813,103,15867,1.149,1.06,0
1801,54.0,,single,<30k€,5,204,2,8869.0,red,2,0,63,3270,0.721,0.8,0
2674,43.0,uneducated,single,<30k€,5,148,1,1438.3,red,3,541,70,4173,0.821,1.188,0
9534,40.0,graduate,married,50k€-70k€,2,147,3,9114.0,red,3,0,52,2740,0.654,0.625,1
8794,45.0,,single,30k€-50k€,4,158,3,9110.0,red,3,2517,69,5290,1.052,0.816,1
2373,48.0,phd,single,50k€-70k€,6,147,3,3232.0,red,2,1346,69,5102,0.697,0.643,0
3034,53.0,college,single,+110k€,6,169,2,26714.0,red,3,2517,50,1686,0.758,0.724,0
1764,55.0,high school,single,70k€-110k€,1,183,2,20882.0,red,3,1525,76,4765,0.828,0.767,0
3302,55.0,high school,single,+110k€,3,155,2,19709.0,red,1,1924,64,3000,0.468,0.641,0
4421,52.0,,married,<30k€,4,147,3,9611.0,red,3,0,64,7636,0.84,0.829,1
6534,49.0,graduate,single,,5,143,3,1942.0,red,2,1488,88,4940,0.816,0.796,0
8623,45.0,post-graduate,single,50k€-70k€,3,180,5,15027.0,red,1,0,59,3533,0.811,0.788,0
8186,54.0,college,single,70k€-110k€,4,172,2,1575.0,red,2,0,77,4241,1.32,0.974,0
9671,,,married,30k€-50k€,2,148,1,14800.0,red,2,1020,94,8796,0.896,0.593,0
8853,49.0,graduate,divorced,<30k€,5,165,3,1495.0,red,3,691,42,2552,0.705,0.556,1
296,39.0,post-graduate,married,<30k€,4,150,3,3188.0,red,2,2002,83,4606,0.825,0.804,0
5669,,uneducated,single,,2,147,3,3187.0,red,3,986,47,2381,0.615,0.516,1
5868,41.0,uneducated,married,50k€-70k€,3,105,0,7984.0,red,2,1503,39,1734,0.797,1.167,0
5614,35.0,graduate,single,70k€-110k€,3,119,3,13395.0,red,1,1678,69,2650,1.006,0.865,0
5949,41.0,college,married,<30k€,4,160,2,8128.0,red,2,1846,32,1224,0.857,0.778,0
9076,62.0,,married,+110k€,1,171,3,3731.0,red,1,1903,88,4667,0.915,0.725,0
3004,,graduate,married,70k€-110k€,6,170,0,21875.0,red,1,2517,31,1327,0.409,0.409,0
8164,47.0,graduate,married,30k€-50k€,5,166,2,2406.0,red,3,1560,32,1173,0.751,0.391,0
8956,51.0,college,married,,6,147,2,17642.0,red,3,1846,54,2148,0.72,0.862,0
5928,54.0,graduate,married,70k€-110k€,3,149,4,34516.0,red,2,2102,33,1612,0.912,0.737,0
940,40.0,high school,,,4,139,4,15944.0,red,3,0,67,9360,0.919,0.763,1
10031,52.0,uneducated,married,+110k€,2,195,2,6577.0,red,1,1800,120,14229,0.786,0.69,0
3683,44.0,post-graduate,married,50k€-70k€,4,149,2,2584.0,red,3,0,28,1843,0.593,0.647,0
